ticker,count
SPHQ,0
IHPCF,0
ALFRY,0
CRNC,0
PBKOF,0
RSTGF,0
BOLSF,0
PEYTF,0
ARWJF,0
UNIR,0
PHRRF,0
WMCLF,0
PBCT,0
FASDF,0
BZQIY,0
LTORY,0
DWIN.WS,0
RNNCF,0
RY.PRT,0
ETSYF,0
ARBGW,0
NXSL,0
BNKSF,0
DDWM,0
COVTY,0
ARRT,0
ROCH,0
KOKU,0
WTECQ,0
SVOK,0
PBSV,0
DDNFF,0
ANGO,0
ALKHF,0
ACAZF,0
EENEF,0
XBUY,0
GLXZ,0
DRUA,0
HSCZ,0
FXCNY,0
ESNC,0
GBLO,0
NWKHY,0
BNDSF,0
PEB,0
LUXA,0
